proposition_id,outcome_id,result
24725480-31cb-11f0-ab53-41ce0449976f,24727b91-31cb-11f0-ab53-41ce0449976f,INCORRECT
247317d0-31cb-11f0-ab53-41ce0449976f,247317d2-31cb-11f0-ab53-41ce0449976f,CORRECT
