proposition_id,home_line,prop_name,game_id,outcome_1_id,outcome_1_abbr,outcome_2_id,outcome_2_abbr,prop_date
275b43a0-31cb-11f0-ab53-41ce0449976f,,ARI @ SEA,401772773,275b43a1-31cb-11f0-ab53-41ce0449976f,ARI,275b43a2-31cb-11f0-ab53-41ce0449976f,SEA,1762722300000
29d36f90-31cb-11f0-a687-2b56ff546787,,BUF @ NE,401772795,29d36f91-31cb-11f0-a687-2b56ff546787,BUF,29d36f92-31cb-11f0-a687-2b56ff546787,NE,1765735200000
2a3a6ec0-31cb-11f0-ab53-41ce0449976f,,ATL @ ARI,401772914,2a3a6ec1-31cb-11f0-ab53-41ce0449976f,ATL,2a3a6ec2-31cb-11f0-ab53-41ce0449976f,ARI,1766351100000
2aa9f970-31cb-11f0-ab53-41ce0449976f,,PIT @ CLE,401772807,2aa9f971-31cb-11f0-ab53-41ce0449976f,PIT,2aa9f972-31cb-11f0-ab53-41ce0449976f,CLE,1766944800000
24753ab0-31cb-11f0-ab53-41ce0449976f,-2.5,CAR @ JAX,401772828,24753ab1-31cb-11f0-ab53-41ce0449976f,CAR,24753ab2-31cb-11f0-ab53-41ce0449976f,JAX,1757264400000
26942310-31cb-11f0-ab53-41ce0449976f,,NYG @ PHI,401772867,26942311-31cb-11f0-ab53-41ce0449976f,NYG,26942312-31cb-11f0-ab53-41ce0449976f,PHI,1761498000000
263a4340-31cb-11f0-a687-2b56ff546787,,NE @ TEN,401772755,263a4341-31cb-11f0-a687-2b56ff546787,NE,263a4342-31cb-11f0-a687-2b56ff546787,TEN,1760893200000
28c95290-31cb-11f0-a687-2b56ff546787,,JAX @ TEN,401772786,28c95291-31cb-11f0-a687-2b56ff546787,JAX,28c95292-31cb-11f0-a687-2b56ff546787,TEN,1764525600000
2b2480a0-31cb-11f0-8209-f386d3264813,,CAR @ TB,401772969,2b2480a1-31cb-11f0-8209-f386d3264813,CAR,2b2480a2-31cb-11f0-8209-f386d3264813,TB,1767502800000
2555d6b0-31cb-11f0-8209-f386d3264813,,NYJ @ MIA,401772813,2555d6b1-31cb-11f0-8209-f386d3264813,NYJ,2555d6b2-31cb-11f0-8209-f386d3264813,MIA,1759187700000
25a221f0-31cb-11f0-a687-2b56ff546787,,WSH @ LAC,401772853,25a221f1-31cb-11f0-a687-2b56ff546787,WSH,25a221f2-31cb-11f0-a687-2b56ff546787,LAC,1759695900000
275a8050-31cb-11f0-ab53-41ce0449976f,,NE @ TB,401772772,275a8051-31cb-11f0-ab53-41ce0449976f,NE,275a8052-31cb-11f0-ab53-41ce0449976f,TB,1762711200000
29d1c1e0-31cb-11f0-a687-2b56ff546787,,ATL @ TB,401772948,29d1e8f0-31cb-11f0-a687-2b56ff546787,ATL,29d1e8f1-31cb-11f0-a687-2b56ff546787,TB,1765502100000
2692c380-31cb-11f0-ab53-41ce0449976f,,MIN @ LAC,401772942,2692c381-31cb-11f0-ab53-41ce0449976f,MIN,2692c382-31cb-11f0-ab53-41ce0449976f,LAC,1761264900000
28cb0040-31cb-11f0-a687-2b56ff546787,,MIN @ SEA,401772896,28cb0041-31cb-11f0-a687-2b56ff546787,MIN,28cb0042-31cb-11f0-a687-2b56ff546787,SEA,1764536700000
25f39d50-31cb-11f0-a687-2b56ff546787,,SF @ TB,401772749,25f39d51-31cb-11f0-a687-2b56ff546787,SF,25f39d52-31cb-11f0-a687-2b56ff546787,TB,1760288400000
29d32170-31cb-11f0-a687-2b56ff546787,,LAC @ KC,401772798,29d32171-31cb-11f0-a687-2b56ff546787,LAC,29d32172-31cb-11f0-a687-2b56ff546787,KC,1765735200000
