week,home_team,away_team,game_id,proposition_id,bet_win_key,home_score,away_score,home_line,smb_pick,slb_pick,sue_pick,jean_pick,morgan_pick,adam_pick
15,HOU,MIA,401671860,1d289c30-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,DEN,IND,401671669,1d28c340-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,DET,BUF,401671681,1d291160-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,PHI,PIT,401671766,1d298690-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,ARI,NE,401671677,1d29ada0-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,LAC,TB,401671762,1d29fbc0-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,SEA,GB,401671796,1d2a49e0-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,MIN,CHI,401671489,1d2a9800-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
15,LV,ATL,401671697,1d2ae620-138a-11ef-95b6-af3fb566f45b,not_decided,,,,,,,,,
16,CIN,CLE,401671811,1d5bba20-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,KC,HOU,401671780,1d5c7d70-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,BAL,PIT,401671778,1d5ccb90-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,ATL,NYG,401671729,1d5d19b0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,BUF,NE,401671494,1d5d67d0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,CHI,DET,401671868,1d5ddd00-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,IND,TEN,401671862,1d5e0410-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,NYJ,LAR,401671621,1d5e5230-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,WSH,PHI,401671717,1d5ec760-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,CAR,ARI,401671732,1d5f3c90-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,LAC,DEN,401671749,1d5f8ab0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,SEA,MIN,401671759,1d5fd8d0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,LV,JAX,401671673,1d6026f0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,MIA,SF,401671874,1d607510-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,DAL,TB,401671790,1d60c330-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
16,GB,NO,401671692,1d611150-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
17,PIT,KC,401671799,1d993850-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,HOU,BAL,401671800,1d99fba0-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,CHI,SEA,401671876,1d9a49c0-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,BUF,NYJ,401671495,1d9c4590-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,MIN,GB,401671725,1d9cbac0-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,NO,LV,401671738,1d9d08e0-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,TB,CAR,401671653,1d9d5700-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,JAX,TEN,401671634,1d9da520-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,PHI,DAL,401671765,1d9df340-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,CLE,MIA,401671877,1d9e4160-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,SF,DET,401671698,1d9e8f80-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,CIN,DEN,401671835,1d9a97e0-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,LAR,ARI,401671829,1d9ae600-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,NE,LAC,401671832,1d9b3420-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,NYG,IND,401671846,1d9b8240-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
17,WSH,ATL,401671842,1d9bf770-138a-11ef-99c0-11d412694269,not_decided,,,,,,,,,
18,ATL,CAR,401671827,1dd3d050-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,DAL,WSH,401671840,1dd46c90-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,DEN,KC,401671838,1dd4e1c0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,DET,MIN,401671843,1dd52fe0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,GB,CHI,401671844,1dd5a510-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,TEN,HOU,401671826,1dd5f330-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,IND,JAX,401671837,1dd64150-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,LV,LAC,401671839,1dd68f70-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,LAR,SEA,401671830,1dd704a0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,NE,BUF,401671831,1dd779d0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,NYJ,MIA,401671833,1dd7a0e0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,PHI,NYG,401671841,1dd81610-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,ARI,SF,401671845,1dd88b40-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,PIT,CIN,401671836,1dd8d960-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,TB,NO,401671828,1dd90070-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
18,BAL,CLE,401671834,1dd975a0-138a-11ef-9421-4b5b2bd2cbe8,not_decided,,,,,,,,,
